driver_id,constructor_id,race_id,race_name,season,race_startposition,race_endposition,race_overtakes_made,fastest_lap
hamilton,mercedes,3,Australian Grand Prix,2022,5.0,4.0,4.0,0
norris,mclaren,3,Australian Grand Prix,2022,4.0,5.0,4.0,0
ricciardo,mclaren,3,Australian Grand Prix,2022,7.0,6.0,4.0,0
ocon,alpine,3,Australian Grand Prix,2022,8.0,7.0,6.0,0
bottas,alfa,3,Australian Grand Prix,2022,12.0,8.0,10.0,0
gasly,alphatauri,3,Australian Grand Prix,2022,11.0,9.0,7.0,0
albon,williams,3,Australian Grand Prix,2022,20.0,10.0,10.0,0
zhou,alfa,3,Australian Grand Prix,2022,14.0,11.0,11.0,0
stroll,aston_martin,3,Australian Grand Prix,2022,19.0,12.0,11.0,0
kevin_magnussen,haas,3,Australian Grand Prix,2022,16.0,14.0,12.0,0
tsunoda,alphatauri,3,Australian Grand Prix,2022,13.0,15.0,5.0,0
alonso,alpine,3,Australian Grand Prix,2022,10.0,17.0,6.0,0
max_verstappen,red_bull,3,Australian Grand Prix,2022,2.0,18.0,4.0,0
sainz,ferrari,3,Australian Grand Prix,2022,9.0,20.0,0.0,0
max_verstappen,red_bull,4,Emilia Romagna Grand Prix,2022,1.0,1.0,0.0,1
perez,red_bull,4,Emilia Romagna Grand Prix,2022,3.0,2.0,2.0,0
norris,mclaren,4,Emilia Romagna Grand Prix,2022,5.0,3.0,4.0,0
russell,mercedes,4,Emilia Romagna Grand Prix,2022,11.0,4.0,3.0,0
bottas,alfa,4,Emilia Romagna Grand Prix,2022,7.0,5.0,3.0,0
leclerc,ferrari,4,Emilia Romagna Grand Prix,2022,2.0,6.0,7.0,0
tsunoda,alphatauri,4,Emilia Romagna Grand Prix,2022,12.0,7.0,5.0,0
kevin_magnussen,haas,4,Emilia Romagna Grand Prix,2022,8.0,9.0,2.0,0
stroll,aston_martin,4,Emilia Romagna Grand Prix,2022,15.0,10.0,3.0,0
albon,williams,4,Emilia Romagna Grand Prix,2022,18.0,11.0,4.0,0
gasly,alphatauri,4,Emilia Romagna Grand Prix,2022,17.0,12.0,3.0,0
hamilton,mercedes,4,Emilia Romagna Grand Prix,2022,14.0,13.0,3.0,0
ocon,alpine,4,Emilia Romagna Grand Prix,2022,16.0,14.0,3.0,0
zhou,alfa,4,Emilia Romagna Grand Prix,2022,20.0,15.0,8.0,0
ricciardo,mclaren,4,Emilia Romagna Grand Prix,2022,6.0,18.0,4.0,0
alonso,alpine,4,Emilia Romagna Grand Prix,2022,9.0,19.0,1.0,0
sainz,ferrari,4,Emilia Romagna Grand Prix,2022,4.0,20.0,0.0,0
max_verstappen,red_bull,5,Miami Grand Prix,2022,3.0,1.0,2.0,1
leclerc,ferrari,5,Miami Grand Prix,2022,1.0,2.0,2.0,0
sainz,ferrari,5,Miami Grand Prix,2022,2.0,3.0,2.0,0
perez,red_bull,5,Miami Grand Prix,2022,4.0,4.0,1.0,0
russell,mercedes,5,Miami Grand Prix,2022,12.0,5.0,13.0,0
hamilton,mercedes,5,Miami Grand Prix,2022,6.0,6.0,4.0,0
bottas,alfa,5,Miami Grand Prix,2022,5.0,7.0,1.0,0
ocon,alpine,5,Miami Grand Prix,2022,20.0,8.0,10.0,0
albon,williams,5,Miami Grand Prix,2022,18.0,9.0,12.0,0
stroll,aston_martin,5,Miami Grand Prix,2022,20.0,10.0,11.0,0
alonso,alpine,5,Miami Grand Prix,2022,11.0,11.0,5.0,0
tsunoda,alphatauri,5,Miami Grand Prix,2022,9.0,12.0,7.0,0
ricciardo,mclaren,5,Miami Grand Prix,2022,14.0,13.0,10.0,0
kevin_magnussen,haas,5,Miami Grand Prix,2022,16.0,16.0,13.0,0
gasly,alphatauri,5,Miami Grand Prix,2022,7.0,18.0,2.0,0
norris,mclaren,5,Miami Grand Prix,2022,8.0,19.0,4.0,0
zhou,alfa,5,Miami Grand Prix,2022,17.0,20.0,0.0,0
max_verstappen,red_bull,6,Spanish Grand Prix,2022,2.0,1.0,8.0,0
perez,red_bull,6,Spanish Grand Prix,2022,5.0,2.0,6.0,1
russell,mercedes,6,Spanish Grand Prix,2022,4.0,3.0,5.0,0
sainz,ferrari,6,Spanish Grand Prix,2022,3.0,4.0,12.0,0
hamilton,mercedes,6,Spanish Grand Prix,2022,6.0,5.0,18.0,0
bottas,alfa,6,Spanish Grand Prix,2022,7.0,6.0,6.0,0
ocon,alpine,6,Spanish Grand Prix,2022,12.0,7.0,9.0,0
norris,mclaren,6,Spanish Grand Prix,2022,11.0,8.0,10.0,0
alonso,alpine,6,Spanish Grand Prix,2022,20.0,9.0,13.0,0
tsunoda,alphatauri,6,Spanish Grand Prix,2022,13.0,10.0,10.0,0
ricciardo,mclaren,6,Spanish Grand Prix,2022,9.0,12.0,8.0,0
gasly,alphatauri,6,Spanish Grand Prix,2022,14.0,13.0,6.0,0
stroll,aston_martin,6,Spanish Grand Prix,2022,17.0,15.0,8.0,0
kevin_magnussen,haas,6,Spanish Grand Prix,2022,8.0,17.0,5.0,0
albon,williams,6,Spanish Grand Prix,2022,18.0,18.0,7.0,0
zhou,alfa,6,Spanish Grand Prix,2022,15.0,19.0,6.0,0
leclerc,ferrari,6,Spanish Grand Prix,2022,1.0,20.0,0.0,0
perez,red_bull,7,Monaco Grand Prix,2022,3.0,1.0,3.0,0
sainz,ferrari,7,Monaco Grand Prix,2022,2.0,2.0,2.0,0
max_verstappen,red_bull,7,Monaco Grand Prix,2022,4.0,3.0,2.0,0
leclerc,ferrari,7,Monaco Grand Prix,2022,1.0,4.0,0.0,0
russell,mercedes,7,Monaco Grand Prix,2022,6.0,5.0,2.0,0
norris,mclaren,7,Monaco Grand Prix,2022,5.0,6.0,2.0,1
alonso,alpine,7,Monaco Grand Prix,2022,7.0,7.0,1.0,0
hamilton,mercedes,7,Monaco Grand Prix,2022,8.0,8.0,1.0,0
bottas,alfa,7,Monaco Grand Prix,2022,12.0,9.0,5.0,0
gasly,alphatauri,7,Monaco Grand Prix,2022,17.0,11.0,8.0,0
ocon,alpine,7,Monaco Grand Prix,2022,10.0,12.0,3.0,0
ricciardo,mclaren,7,Monaco Grand Prix,2022,14.0,13.0,3.0,0
stroll,aston_martin,7,Monaco Grand Prix,2022,18.0,14.0,7.0,0
zhou,alfa,7,Monaco Grand Prix,2022,20.0,16.0,6.0,0
tsunoda,alphatauri,7,Monaco Grand Prix,2022,11.0,17.0,3.0,0
albon,williams,7,Monaco Grand Prix,2022,16.0,18.0,5.0,0
kevin_magnussen,haas,7,Monaco Grand Prix,2022,13.0,20.0,2.0,0
max_verstappen,red_bull,8,Azerbaijan Grand Prix,2022,3.0,1.0,3.0,0
perez,red_bull,8,Azerbaijan Grand Prix,2022,2.0,2.0,1.0,1
russell,mercedes,8,Azerbaijan Grand Prix,2022,5.0,3.0,2.0,0
hamilton,mercedes,8,Azerbaijan Grand Prix,2022,7.0,4.0,9.0,0
gasly,alphatauri,8,Azerbaijan Grand Prix,2022,6.0,5.0,4.0,0
alonso,alpine,8,Azerbaijan Grand Prix,2022,10.0,7.0,9.0,0
ricciardo,mclaren,8,Azerbaijan Grand Prix,2022,12.0,8.0,5.0,0
norris,mclaren,8,Azerbaijan Grand Prix,2022,11.0,9.0,10.0,0
ocon,alpine,8,Azerbaijan Grand Prix,2022,13.0,10.0,5.0,0
bottas,alfa,8,Azerbaijan Grand Prix,2022,15.0,11.0,7.0,0
albon,williams,8,Azerbaijan Grand Prix,2022,17.0,12.0,5.0,0
tsunoda,alphatauri,8,Azerbaijan Grand Prix,2022,8.0,13.0,7.0,0
stroll,aston_martin,8,Azerbaijan Grand Prix,2022,19.0,16.0,5.0,0
kevin_magnussen,haas,8,Azerbaijan Grand Prix,2022,16.0,17.0,9.0,0
zhou,alfa,8,Azerbaijan Grand Prix,2022,14.0,18.0,5.0,0
leclerc,ferrari,8,Azerbaijan Grand Prix,2022,1.0,19.0,2.0,0
sainz,ferrari,8,Azerbaijan Grand Prix,2022,4.0,20.0,0.0,0
max_verstappen,red_bull,9,Canadian Grand Prix,2022,1.0,1.0,3.0,0
sainz,ferrari,9,Canadian Grand Prix,2022,3.0,2.0,4.0,1
hamilton,mercedes,9,Canadian Grand Prix,2022,4.0,3.0,4.0,0
russell,mercedes,9,Canadian Grand Prix,2022,8.0,4.0,5.0,0
leclerc,ferrari,9,Canadian Grand Prix,2022,19.0,5.0,16.0,0
ocon,alpine,9,Canadian Grand Prix,2022,7.0,6.0,4.0,0
bottas,alfa,9,Canadian Grand Prix,2022,11.0,7.0,5.0,0
zhou,alfa,9,Canadian Grand Prix,2022,10.0,8.0,4.0,0
alonso,alpine,9,Canadian Grand Prix,2022,2.0,9.0,3.0,0
stroll,aston_martin,9,Canadian Grand Prix,2022,17.0,10.0,9.0,0
ricciardo,mclaren,9,Canadian Grand Prix,2022,9.0,11.0,5.0,0
albon,williams,9,Canadian Grand Prix,2022,12.0,13.0,6.0,0
gasly,alphatauri,9,Canadian Grand Prix,2022,15.0,14.0,8.0,0
norris,mclaren,9,Canadian Grand Prix,2022,14.0,15.0,7.0,0
kevin_magnussen,haas,9,Canadian Grand Prix,2022,5.0,17.0,5.0,0
tsunoda,alphatauri,9,Canadian Grand Prix,2022,20.0,18.0,6.0,0
perez,red_bull,9,Canadian Grand Prix,2022,13.0,20.0,1.0,0
sainz,ferrari,10,British Grand Prix,2022,1.0,1.0,6.0,0
perez,red_bull,10,British Grand Prix,2022,4.0,2.0,13.0,0
hamilton,mercedes,10,British Grand Prix,2022,5.0,3.0,7.0,1
leclerc,ferrari,10,British Grand Prix,2022,3.0,4.0,7.0,0
alonso,alpine,10,British Grand Prix,2022,7.0,5.0,6.0,0
norris,mclaren,10,British Grand Prix,2022,6.0,6.0,4.0,0
max_verstappen,red_bull,10,British Grand Prix,2022,2.0,7.0,6.0,0
kevin_magnussen,haas,10,British Grand Prix,2022,17.0,10.0,9.0,0
stroll,aston_martin,10,British Grand Prix,2022,20.0,11.0,11.0,0
ricciardo,mclaren,10,British Grand Prix,2022,14.0,13.0,5.0,0
tsunoda,alphatauri,10,British Grand Prix,2022,13.0,14.0,8.0,0
ocon,alpine,10,British Grand Prix,2022,15.0,15.0,7.0,0
gasly,alphatauri,10,British Grand Prix,2022,11.0,16.0,5.0,0
bottas,alfa,10,British Grand Prix,2022,12.0,17.0,4.0,0
russell,mercedes,10,British Grand Prix,2022,8.0,18.0,0.0,0
zhou,alfa,10,British Grand Prix,2022,9.0,19.0,0.0,0
albon,williams,10,British Grand Prix,2022,16.0,20.0,0.0,0
leclerc,ferrari,11,Austrian Grand Prix,2022,2.0,1.0,5.0,0
max_verstappen,red_bull,11,Austrian Grand Prix,2022,1.0,2.0,7.0,1
hamilton,mercedes,11,Austrian Grand Prix,2022,8.0,3.0,6.0,0
russell,mercedes,11,Austrian Grand Prix,2022,4.0,4.0,14.0,0
ocon,alpine,11,Austrian Grand Prix,2022,6.0,5.0,9.0,0
norris,mclaren,11,Austrian Grand Prix,2022,10.0,7.0,14.0,0
kevin_magnussen,haas,11,Austrian Grand Prix,2022,7.0,8.0,12.0,0
ricciardo,mclaren,11,Austrian Grand Prix,2022,11.0,9.0,14.0,0
alonso,alpine,11,Austrian Grand Prix,2022,19.0,10.0,20.0,0
bottas,alfa,11,Austrian Grand Prix,2022,20.0,11.0,14.0,0
albon,williams,11,Austrian Grand Prix,2022,15.0,12.0,12.0,0
stroll,aston_martin,11,Austrian Grand Prix,2022,12.0,13.0,12.0,0
zhou,alfa,11,Austrian Grand Prix,2022,13.0,14.0,16.0,0
gasly,alphatauri,11,Austrian Grand Prix,2022,14.0,15.0,10.0,0
tsunoda,alphatauri,11,Austrian Grand Prix,2022,16.0,16.0,16.0,0
sainz,ferrari,11,Austrian Grand Prix,2022,3.0,18.0,4.0,0
perez,red_bull,11,Austrian Grand Prix,2022,5.0,20.0,0.0,0
max_verstappen,red_bull,12,French Grand Prix,2022,2.0,1.0,2.0,0
hamilton,mercedes,12,French Grand Prix,2022,4.0,2.0,2.0,0
russell,mercedes,12,French Grand Prix,2022,6.0,3.0,4.0,0
perez,red_bull,12,French Grand Prix,2022,3.0,4.0,2.0,0
sainz,ferrari,12,French Grand Prix,2022,19.0,5.0,16.0,1
alonso,alpine,12,French Grand Prix,2022,7.0,6.0,2.0,0
norris,mclaren,12,French Grand Prix,2022,5.0,7.0,2.0,0
ocon,alpine,12,French Grand Prix,2022,10.0,8.0,3.0,0
ricciardo,mclaren,12,French Grand Prix,2022,9.0,9.0,3.0,0
stroll,aston_martin,12,French Grand Prix,2022,15.0,10.0,1.0,0
gasly,alphatauri,12,French Grand Prix,2022,14.0,12.0,6.0,0
albon,williams,12,French Grand Prix,2022,13.0,13.0,2.0,0
bottas,alfa,12,French Grand Prix,2022,11.0,14.0,8.0,0
zhou,alfa,12,French Grand Prix,2022,16.0,16.0,5.0,0
kevin_magnussen,haas,12,French Grand Prix,2022,20.0,18.0,7.0,0
leclerc,ferrari,12,French Grand Prix,2022,1.0,19.0,0.0,0
tsunoda,alphatauri,12,French Grand Prix,2022,8.0,20.0,3.0,0
max_verstappen,red_bull,13,Hungarian Grand Prix,2022,10.0,1.0,10.0,0
hamilton,mercedes,13,Hungarian Grand Prix,2022,7.0,2.0,11.0,1
russell,mercedes,13,Hungarian Grand Prix,2022,1.0,3.0,8.0,0
sainz,ferrari,13,Hungarian Grand Prix,2022,2.0,4.0,7.0,0
perez,red_bull,13,Hungarian Grand Prix,2022,11.0,5.0,11.0,0
leclerc,ferrari,13,Hungarian Grand Prix,2022,3.0,6.0,5.0,0
norris,mclaren,13,Hungarian Grand Prix,2022,4.0,7.0,6.0,0
alonso,alpine,13,Hungarian Grand Prix,2022,6.0,8.0,7.0,0
ocon,alpine,13,Hungarian Grand Prix,2022,5.0,9.0,7.0,0
stroll,aston_martin,13,Hungarian Grand Prix,2022,14.0,11.0,14.0,0
gasly,alphatauri,13,Hungarian Grand Prix,2022,20.0,12.0,16.0,0
zhou,alfa,13,Hungarian Grand Prix,2022,12.0,13.0,17.0,0
ricciardo,mclaren,13,Hungarian Grand Prix,2022,9.0,15.0,8.0,0
kevin_magnussen,haas,13,Hungarian Grand Prix,2022,13.0,16.0,10.0,0
albon,williams,13,Hungarian Grand Prix,2022,17.0,17.0,13.0,0
tsunoda,alphatauri,13,Hungarian Grand Prix,2022,16.0,19.0,10.0,0
bottas,alfa,13,Hungarian Grand Prix,2022,8.0,20.0,9.0,0
max_verstappen,red_bull,14,Belgian Grand Prix,2022,14.0,1.0,8.0,1
perez,red_bull,14,Belgian Grand Prix,2022,2.0,2.0,4.0,0
sainz,ferrari,14,Belgian Grand Prix,2022,1.0,3.0,6.0,0
russell,mercedes,14,Belgian Grand Prix,2022,5.0,4.0,6.0,0
alonso,alpine,14,Belgian Grand Prix,2022,3.0,5.0,11.0,0
leclerc,ferrari,14,Belgian Grand Prix,2022,15.0,6.0,12.0,0
ocon,alpine,14,Belgian Grand Prix,2022,16.0,7.0,12.0,0
gasly,alphatauri,14,Belgian Grand Prix,2022,20.0,9.0,16.0,0
albon,williams,14,Belgian Grand Prix,2022,6.0,10.0,13.0,0
stroll,aston_martin,14,Belgian Grand Prix,2022,9.0,11.0,12.0,0
norris,mclaren,14,Belgian Grand Prix,2022,17.0,12.0,12.0,0
tsunoda,alphatauri,14,Belgian Grand Prix,2022,20.0,13.0,17.0,0
zhou,alfa,14,Belgian Grand Prix,2022,18.0,14.0,12.0,0
ricciardo,mclaren,14,Belgian Grand Prix,2022,7.0,15.0,7.0,0
kevin_magnussen,haas,14,Belgian Grand Prix,2022,12.0,16.0,7.0,0
bottas,alfa,14,Belgian Grand Prix,2022,13.0,19.0,0.0,0
hamilton,mercedes,14,Belgian Grand Prix,2022,4.0,20.0,0.0,0
max_verstappen,red_bull,15,Dutch Grand Prix,2022,1.0,1.0,4.0,1
russell,mercedes,15,Dutch Grand Prix,2022,6.0,2.0,10.0,0
leclerc,ferrari,15,Dutch Grand Prix,2022,2.0,3.0,3.0,0
hamilton,mercedes,15,Dutch Grand Prix,2022,4.0,4.0,7.0,0
perez,red_bull,15,Dutch Grand Prix,2022,5.0,5.0,5.0,0
alonso,alpine,15,Dutch Grand Prix,2022,13.0,6.0,10.0,0
norris,mclaren,15,Dutch Grand Prix,2022,7.0,7.0,5.0,0
sainz,ferrari,15,Dutch Grand Prix,2022,3.0,8.0,9.0,0
ocon,alpine,15,Dutch Grand Prix,2022,12.0,9.0,6.0,0
stroll,aston_martin,15,Dutch Grand Prix,2022,10.0,10.0,4.0,0
gasly,alphatauri,15,Dutch Grand Prix,2022,11.0,11.0,10.0,0
albon,williams,15,Dutch Grand Prix,2022,15.0,12.0,12.0,0
kevin_magnussen,haas,15,Dutch Grand Prix,2022,18.0,15.0,12.0,0
zhou,alfa,15,Dutch Grand Prix,2022,14.0,16.0,8.0,0
ricciardo,mclaren,15,Dutch Grand Prix,2022,17.0,17.0,7.0,0
bottas,alfa,15,Dutch Grand Prix,2022,16.0,19.0,13.0,0
tsunoda,alphatauri,15,Dutch Grand Prix,2022,9.0,20.0,4.0,0
max_verstappen,red_bull,16,Italian Grand Prix,2022,7.0,1.0,4.0,0
leclerc,ferrari,16,Italian Grand Prix,2022,1.0,2.0,2.0,0
russell,mercedes,16,Italian Grand Prix,2022,2.0,3.0,2.0,0
sainz,ferrari,16,Italian Grand Prix,2022,18.0,4.0,13.0,0
hamilton,mercedes,16,Italian Grand Prix,2022,19.0,5.0,16.0,0
perez,red_bull,16,Italian Grand Prix,2022,13.0,6.0,12.0,1
norris,mclaren,16,Italian Grand Prix,2022,3.0,7.0,5.0,0
gasly,alphatauri,16,Italian Grand Prix,2022,5.0,8.0,6.0,0
zhou,alfa,16,Italian Grand Prix,2022,9.0,10.0,6.0,0
ocon,alpine,16,Italian Grand Prix,2022,14.0,11.0,10.0,0
bottas,alfa,16,Italian Grand Prix,2022,15.0,13.0,13.0,0
tsunoda,alphatauri,16,Italian Grand Prix,2022,20.0,14.0,11.0,0
kevin_magnussen,haas,16,Italian Grand Prix,2022,16.0,16.0,8.0,0
ricciardo,mclaren,16,Italian Grand Prix,2022,4.0,17.0,5.0,0
stroll,aston_martin,16,Italian Grand Prix,2022,12.0,18.0,6.0,0
alonso,alpine,16,Italian Grand Prix,2022,6.0,19.0,2.0,0
perez,red_bull,17,Singapore Grand Prix,2022,2.0,1.0,0.0,0
leclerc,ferrari,17,Singapore Grand Prix,2022,1.0,2.0,1.0,0
sainz,ferrari,17,Singapore Grand Prix,2022,4.0,3.0,2.0,0
norris,mclaren,17,Singapore Grand Prix,2022,6.0,4.0,2.0,0
ricciardo,mclaren,17,Singapore Grand Prix,2022,16.0,5.0,6.0,0
stroll,aston_martin,17,Singapore Grand Prix,2022,11.0,6.0,4.0,0
max_verstappen,red_bull,17,Singapore Grand Prix,2022,8.0,7.0,12.0,0
hamilton,mercedes,17,Singapore Grand Prix,2022,3.0,9.0,1.0,0
gasly,alphatauri,17,Singapore Grand Prix,2022,7.0,10.0,3.0,0
bottas,alfa,17,Singapore Grand Prix,2022,15.0,11.0,5.0,0
kevin_magnussen,haas,17,Singapore Grand Prix,2022,9.0,12.0,5.0,0
russell,mercedes,17,Singapore Grand Prix,2022,20.0,14.0,9.0,1
tsunoda,alphatauri,17,Singapore Grand Prix,2022,10.0,15.0,0.0,0
ocon,alpine,17,Singapore Grand Prix,2022,17.0,16.0,2.0,0
albon,williams,17,Singapore Grand Prix,2022,18.0,17.0,3.0,0
alonso,alpine,17,Singapore Grand Prix,2022,5.0,18.0,0.0,0
zhou,alfa,17,Singapore Grand Prix,2022,14.0,20.0,0.0,0
max_verstappen,red_bull,18,Japanese Grand Prix,2022,1.0,1.0,1.0,0
perez,red_bull,18,Japanese Grand Prix,2022,4.0,2.0,3.0,0
leclerc,ferrari,18,Japanese Grand Prix,2022,2.0,3.0,2.0,0
ocon,alpine,18,Japanese Grand Prix,2022,5.0,4.0,3.0,0
hamilton,mercedes,18,Japanese Grand Prix,2022,6.0,5.0,3.0,0
alonso,alpine,18,Japanese Grand Prix,2022,7.0,7.0,7.0,0
russell,mercedes,18,Japanese Grand Prix,2022,8.0,8.0,7.0,0
norris,mclaren,18,Japanese Grand Prix,2022,10.0,10.0,5.0,0
ricciardo,mclaren,18,Japanese Grand Prix,2022,11.0,11.0,6.0,0
stroll,aston_martin,18,Japanese Grand Prix,2022,19.0,12.0,8.0,0
tsunoda,alphatauri,18,Japanese Grand Prix,2022,13.0,13.0,6.0,0
kevin_magnussen,haas,18,Japanese Grand Prix,2022,18.0,14.0,7.0,0
bottas,alfa,18,Japanese Grand Prix,2022,12.0,15.0,6.0,0
zhou,alfa,18,Japanese Grand Prix,2022,14.0,16.0,8.0,1
gasly,alphatauri,18,Japanese Grand Prix,2022,17.0,18.0,7.0,0
sainz,ferrari,18,Japanese Grand Prix,2022,3.0,19.0,0.0,0
albon,williams,18,Japanese Grand Prix,2022,16.0,20.0,0.0,0
max_verstappen,red_bull,19,United States Grand Prix,2022,2.0,1.0,6.0,0
hamilton,mercedes,19,United States Grand Prix,2022,3.0,2.0,8.0,0
leclerc,ferrari,19,United States Grand Prix,2022,12.0,3.0,11.0,0
perez,red_bull,19,United States Grand Prix,2022,9.0,4.0,10.0,0
russell,mercedes,19,United States Grand Prix,2022,4.0,5.0,8.0,1
norris,mclaren,19,United States Grand Prix,2022,6.0,6.0,16.0,0
alonso,alpine,19,United States Grand Prix,2022,14.0,7.0,14.0,0
kevin_magnussen,haas,19,United States Grand Prix,2022,13.0,9.0,12.0,0
tsunoda,alphatauri,19,United States Grand Prix,2022,19.0,10.0,12.0,0
ocon,alpine,19,United States Grand Prix,2022,20.0,11.0,18.0,0
zhou,alfa,19,United States Grand Prix,2022,18.0,12.0,14.0,0
albon,williams,19,United States Grand Prix,2022,8.0,13.0,10.0,0
gasly,alphatauri,19,United States Grand Prix,2022,11.0,14.0,12.0,0
ricciardo,mclaren,19,United States Grand Prix,2022,15.0,16.0,10.0,0
stroll,aston_martin,19,United States Grand Prix,2022,5.0,18.0,3.0,0
bottas,alfa,19,United States Grand Prix,2022,7.0,19.0,2.0,0
sainz,ferrari,19,United States Grand Prix,2022,1.0,20.0,0.0,0
max_verstappen,red_bull,20,Mexico City Grand Prix,2022,1.0,1.0,2.0,0
hamilton,mercedes,20,Mexico City Grand Prix,2022,3.0,2.0,2.0,0
perez,red_bull,20,Mexico City Grand Prix,2022,4.0,3.0,3.0,0
russell,mercedes,20,Mexico City Grand Prix,2022,2.0,4.0,3.0,1
sainz,ferrari,20,Mexico City Grand Prix,2022,5.0,5.0,5.0,0
leclerc,ferrari,20,Mexico City Grand Prix,2022,7.0,6.0,5.0,0
ricciardo,mclaren,20,Mexico City Grand Prix,2022,11.0,7.0,12.0,0
ocon,alpine,20,Mexico City Grand Prix,2022,10.0,8.0,6.0,0
norris,mclaren,20,Mexico City Grand Prix,2022,8.0,9.0,7.0,0
bottas,alfa,20,Mexico City Grand Prix,2022,6.0,10.0,3.0,0
gasly,alphatauri,20,Mexico City Grand Prix,2022,14.0,11.0,9.0,0
albon,williams,20,Mexico City Grand Prix,2022,17.0,12.0,10.0,0
zhou,alfa,20,Mexico City Grand Prix,2022,12.0,13.0,7.0,0
stroll,aston_martin,20,Mexico City Grand Prix,2022,20.0,15.0,6.0,0
kevin_magnussen,haas,20,Mexico City Grand Prix,2022,19.0,17.0,5.0,0
alonso,alpine,20,Mexico City Grand Prix,2022,9.0,19.0,3.0,0
tsunoda,alphatauri,20,Mexico City Grand Prix,2022,13.0,20.0,5.0,0
russell,mercedes,21,São Paulo Grand Prix,2022,1.0,1.0,1.0,1
hamilton,mercedes,21,São Paulo Grand Prix,2022,2.0,2.0,10.0,0
sainz,ferrari,21,São Paulo Grand Prix,2022,7.0,3.0,11.0,0
leclerc,ferrari,21,São Paulo Grand Prix,2022,5.0,4.0,18.0,0
alonso,alpine,21,São Paulo Grand Prix,2022,17.0,5.0,19.0,0
max_verstappen,red_bull,21,São Paulo Grand Prix,2022,3.0,6.0,17.0,0
perez,red_bull,21,São Paulo Grand Prix,2022,4.0,7.0,5.0,0
ocon,alpine,21,São Paulo Grand Prix,2022,16.0,8.0,13.0,0
bottas,alfa,21,São Paulo Grand Prix,2022,14.0,9.0,15.0,0
stroll,aston_martin,21,São Paulo Grand Prix,2022,15.0,10.0,16.0,0
zhou,alfa,21,São Paulo Grand Prix,2022,13.0,12.0,12.0,0
gasly,alphatauri,21,São Paulo Grand Prix,2022,10.0,14.0,14.0,0
albon,williams,21,São Paulo Grand Prix,2022,19.0,15.0,12.0,0
tsunoda,alphatauri,21,São Paulo Grand Prix,2022,20.0,17.0,14.0,0
norris,mclaren,21,São Paulo Grand Prix,2022,6.0,18.0,11.0,0
kevin_magnussen,haas,21,São Paulo Grand Prix,2022,8.0,19.0,0.0,0
ricciardo,mclaren,21,São Paulo Grand Prix,2022,11.0,20.0,0.0,0
max_verstappen,red_bull,22,Abu Dhabi Grand Prix,2022,1.0,1.0,1.0,0
leclerc,ferrari,22,Abu Dhabi Grand Prix,2022,3.0,2.0,3.0,0
perez,red_bull,22,Abu Dhabi Grand Prix,2022,2.0,3.0,6.0,0
sainz,ferrari,22,Abu Dhabi Grand Prix,2022,4.0,4.0,7.0,0
russell,mercedes,22,Abu Dhabi Grand Prix,2022,6.0,5.0,9.0,0
norris,mclaren,22,Abu Dhabi Grand Prix,2022,7.0,6.0,6.0,1
ocon,alpine,22,Abu Dhabi Grand Prix,2022,8.0,7.0,7.0,0
stroll,aston_martin,22,Abu Dhabi Grand Prix,2022,14.0,8.0,9.0,0
ricciardo,mclaren,22,Abu Dhabi Grand Prix,2022,13.0,9.0,16.0,0
tsunoda,alphatauri,22,Abu Dhabi Grand Prix,2022,11.0,11.0,9.0,0
zhou,alfa,22,Abu Dhabi Grand Prix,2022,15.0,12.0,13.0,0
albon,williams,22,Abu Dhabi Grand Prix,2022,19.0,13.0,12.0,0
gasly,alphatauri,22,Abu Dhabi Grand Prix,2022,17.0,14.0,9.0,0
bottas,alfa,22,Abu Dhabi Grand Prix,2022,18.0,15.0,9.0,0
kevin_magnussen,haas,22,Abu Dhabi Grand Prix,2022,16.0,17.0,7.0,0
hamilton,mercedes,22,Abu Dhabi Grand Prix,2022,5.0,18.0,8.0,0
alonso,alpine,22,Abu Dhabi Grand Prix,2022,10.0,20.0,7.0,0
max_verstappen,red_bull,1,Bahrain Grand Prix,2023,1.0,1.0,1.0,0
perez,red_bull,1,Bahrain Grand Prix,2023,2.0,2.0,3.0,0
alonso,aston_martin,1,Bahrain Grand Prix,2023,5.0,3.0,11.0,0
sainz,ferrari,1,Bahrain Grand Prix,2023,4.0,4.0,4.0,0
hamilton,mercedes,1,Bahrain Grand Prix,2023,7.0,5.0,6.0,0
stroll,aston_martin,1,Bahrain Grand Prix,2023,8.0,6.0,6.0,0
russell,mercedes,1,Bahrain Grand Prix,2023,6.0,7.0,6.0,0
bottas,alfa,1,Bahrain Grand Prix,2023,12.0,8.0,7.0,0
gasly,alpine,1,Bahrain Grand Prix,2023,20.0,9.0,12.0,0
albon,williams,1,Bahrain Grand Prix,2023,15.0,10.0,8.0,0
tsunoda,alphatauri,1,Bahrain Grand Prix,2023,14.0,11.0,11.0,0
sargeant,williams,1,Bahrain Grand Prix,2023,16.0,12.0,10.0,0
kevin_magnussen,haas,1,Bahrain Grand Prix,2023,17.0,13.0,12.0,0
hulkenberg,haas,1,Bahrain Grand Prix,2023,10.0,15.0,7.0,0
zhou,alfa,1,Bahrain Grand Prix,2023,13.0,16.0,12.0,1
norris,mclaren,1,Bahrain Grand Prix,2023,11.0,17.0,9.0,0
ocon,alpine,1,Bahrain Grand Prix,2023,9.0,18.0,8.0,0
