driver_id,constructor_id,race_id,race_name,season,fp1_best_time,fp2_best_time,fp3_best_time,fp1_avg_time,fp2_avg_time,fp3_avg_time
hamilton,mercedes,1,Bahrain Grand Prix,2021,0 days 00:01:31.921000,0 days 00:01:31.082000,0 days 00:01:31.316000,0 days 00:01:32.560000,0 days 00:01:31.330000,0 days 00:01:33.008750
max_verstappen,red_bull,1,Bahrain Grand Prix,2021,0 days 00:01:31.394000,0 days 00:01:30.847000,0 days 00:01:30.577000,0 days 00:01:32.381500,0 days 00:01:31.531666666,0 days 00:01:31.809666666
bottas,mercedes,1,Bahrain Grand Prix,2021,0 days 00:01:31.692000,0 days 00:01:31.218000,0 days 00:01:31.855000,0 days 00:01:32.698200,0 days 00:01:31.360500,0 days 00:01:32.434333333
norris,mclaren,1,Bahrain Grand Prix,2021,0 days 00:01:31.897000,0 days 00:01:30.942000,0 days 00:01:32.860000,0 days 00:01:33.241750,0 days 00:01:32.609666666,0 days 00:01:32.920500
perez,red_bull,1,Bahrain Grand Prix,2021,0 days 00:01:32.071000,0 days 00:01:31.503000,0 days 00:01:31.908000,0 days 00:01:32.790500,0 days 00:01:31.855333333,0 days 00:01:32.916666666
leclerc,ferrari,1,Bahrain Grand Prix,2021,0 days 00:01:31.993000,0 days 00:01:31.612000,0 days 00:01:32.482000,0 days 00:01:32.741000,0 days 00:01:33.040000,0 days 00:01:33.632750
ricciardo,mclaren,1,Bahrain Grand Prix,2021,0 days 00:01:32.434000,0 days 00:01:31.230000,0 days 00:01:32.477000,0 days 00:01:33.972750,0 days 00:01:32.630500,0 days 00:01:33.359500
sainz,ferrari,1,Bahrain Grand Prix,2021,0 days 00:01:32.366000,0 days 00:01:31.127000,0 days 00:01:32.108000,0 days 00:01:33.175750,0 days 00:01:31.962666666,0 days 00:01:33.477000
tsunoda,alphatauri,1,Bahrain Grand Prix,2021,0 days 00:01:33.329000,0 days 00:01:31.294000,0 days 00:01:32.677000,0 days 00:01:33.723000,0 days 00:01:31.937750,0 days 00:01:32.956000
stroll,aston_martin,1,Bahrain Grand Prix,2021,0 days 00:01:33.233000,0 days 00:01:31.393000,0 days 00:01:32.431000,0 days 00:01:34.092000,0 days 00:01:32.412000,0 days 00:01:33.879000
ocon,alpine,1,Bahrain Grand Prix,2021,0 days 00:01:33.528000,0 days 00:01:31.601000,0 days 00:01:32.423000,0 days 00:01:33.745000,0 days 00:01:32.700333333,0 days 00:01:33.626500
russell,williams,1,Bahrain Grand Prix,2021,0 days 00:01:34.127000,0 days 00:01:32.331000,0 days 00:01:33.323000,0 days 00:01:34.831333333,0 days 00:01:32.824333333,0 days 00:01:34.353000
gasly,alphatauri,1,Bahrain Grand Prix,2021,0 days 00:01:32.195000,0 days 00:01:31.483000,0 days 00:01:31.583000,0 days 00:01:33.117500,0 days 00:01:32.009750,0 days 00:01:32.178750
alonso,alpine,1,Bahrain Grand Prix,2021,0 days 00:01:33.872000,0 days 00:01:31.770000,0 days 00:01:32.820000,0 days 00:01:34.737333333,0 days 00:01:32.594333333,0 days 00:01:33.632666666
max_verstappen,red_bull,2,Emilia Romagna Grand Prix,2021,0 days 00:01:16.622000,0 days 00:01:16.999000,0 days 00:01:14.958000,0 days 00:01:18.037166666,0 days 00:01:18.403666666,0 days 00:01:15.701333333
hamilton,mercedes,2,Emilia Romagna Grand Prix,2021,0 days 00:01:16.605000,0 days 00:01:15.561000,0 days 00:01:15.515000,0 days 00:01:17.446800,0 days 00:01:16.573333333,0 days 00:01:16.394250
norris,mclaren,2,Emilia Romagna Grand Prix,2021,0 days 00:01:17.935000,0 days 00:01:16.485000,0 days 00:01:15.414000,0 days 00:01:18.963333333,0 days 00:01:17.020250,0 days 00:01:16.375800
leclerc,ferrari,2,Emilia Romagna Grand Prix,2021,0 days 00:01:16.796000,0 days 00:01:15.367000,0 days 00:01:15.738000,0 days 00:01:17.227666666,0 days 00:01:17.894666666,0 days 00:01:16.406000
sainz,ferrari,2,Emilia Romagna Grand Prix,2021,0 days 00:01:16.888000,0 days 00:01:15.834000,0 days 00:01:15.908000,0 days 00:01:17.955777777,0 days 00:01:16.783666666,0 days 00:01:16.551400
ricciardo,mclaren,2,Emilia Romagna Grand Prix,2021,0 days 00:01:17.769000,0 days 00:01:16.782000,0 days 00:01:16.253000,0 days 00:01:18.622833333,0 days 00:01:17.647000,0 days 00:01:16.863000
gasly,alphatauri,2,Emilia Romagna Grand Prix,2021,0 days 00:01:16.888000,0 days 00:01:15.629000,0 days 00:01:15.890000,0 days 00:01:17.786285714,0 days 00:01:17.181000,0 days 00:01:16.708571428
stroll,aston_martin,2,Emilia Romagna Grand Prix,2021,0 days 00:01:17.489000,0 days 00:01:16.737000,0 days 00:01:16.245000,0 days 00:01:18.931000,0 days 00:01:17.532750,0 days 00:01:16.819000
ocon,alpine,2,Emilia Romagna Grand Prix,2021,0 days 00:01:18.360000,0 days 00:01:16.817000,0 days 00:01:16.228000,0 days 00:01:18.945444444,0 days 00:01:17.370600,0 days 00:01:17.102166666
alonso,alpine,2,Emilia Romagna Grand Prix,2021,0 days 00:01:17.457000,0 days 00:01:16.835000,0 days 00:01:16.186000,0 days 00:01:18.859857142,0 days 00:01:17.443400,0 days 00:01:17.021285714
perez,red_bull,2,Emilia Romagna Grand Prix,2021,0 days 00:01:18.228000,0 days 00:01:16.411000,0 days 00:01:15.551000,0 days 00:01:19.011500,0 days 00:01:17.010600,0 days 00:01:16.562400
tsunoda,alphatauri,2,Emilia Romagna Grand Prix,2021,0 days 00:01:19.781000,0 days 00:01:16.419000,0 days 00:01:16.230000,0 days 00:01:20.043500,0 days 00:01:17.347833333,0 days 00:01:16.696000
bottas,mercedes,2,Emilia Romagna Grand Prix,2021,0 days 00:01:16.564000,0 days 00:01:15.551000,0 days 00:01:15.908000,0 days 00:01:18.087571428,0 days 00:01:16.665000,0 days 00:01:16.065500
russell,williams,2,Emilia Romagna Grand Prix,2021,0 days 00:01:17.866000,0 days 00:01:17.179000,0 days 00:01:16.427000,0 days 00:01:18.995600,0 days 00:01:17.659200,0 days 00:01:16.848666666
hamilton,mercedes,3,Portuguese Grand Prix,2021,0 days 00:01:19.967000,0 days 00:01:19.837000,0 days 00:01:18.725000,0 days 00:01:22.266538461,0 days 00:01:22.245400,0 days 00:01:18.793750
max_verstappen,red_bull,3,Portuguese Grand Prix,2021,0 days 00:01:19.673000,0 days 00:01:19.980000,0 days 00:01:18.489000,0 days 00:01:21.091142857,0 days 00:01:21.970166666,0 days 00:01:18.851333333
bottas,mercedes,3,Portuguese Grand Prix,2021,0 days 00:01:19.648000,0 days 00:01:20.181000,0 days 00:01:18.820000,0 days 00:01:21.871785714,0 days 00:01:22.317538461,0 days 00:01:19.201750
perez,red_bull,3,Portuguese Grand Prix,2021,0 days 00:01:19.846000,0 days 00:01:20.516000,0 days 00:01:18.840000,0 days 00:01:21.022600,0 days 00:01:22.175538461,0 days 00:01:19.676142857
norris,mclaren,3,Portuguese Grand Prix,2021,0 days 00:01:20.635000,0 days 00:01:20.757000,0 days 00:01:19.272000,0 days 00:01:22.055750,0 days 00:01:21.278500,0 days 00:01:19.899000
leclerc,ferrari,3,Portuguese Grand Prix,2021,0 days 00:01:19.884000,0 days 00:01:20.360000,0 days 00:01:19.001000,0 days 00:01:21.454111111,0 days 00:01:21.980142857,0 days 00:01:19.462400
ocon,alpine,3,Portuguese Grand Prix,2021,0 days 00:01:20.800000,0 days 00:01:20.235000,0 days 00:01:18.860000,0 days 00:01:21.910909090,0 days 00:01:21.174500,0 days 00:01:19.703166666
alonso,alpine,3,Portuguese Grand Prix,2021,0 days 00:01:21.303000,0 days 00:01:20.220000,0 days 00:01:18.735000,0 days 00:01:22.271000,0 days 00:01:21.752625,0 days 00:01:19.810600
ricciardo,mclaren,3,Portuguese Grand Prix,2021,0 days 00:01:20.995000,0 days 00:01:20.418000,0 days 00:01:19.582000,0 days 00:01:22.073142857,0 days 00:01:22.237111111,0 days 00:01:20.136500
gasly,alphatauri,3,Portuguese Grand Prix,2021,0 days 00:01:20.444000,0 days 00:01:20.558000,0 days 00:01:19.374000,0 days 00:01:21.710100,0 days 00:01:21.635500,0 days 00:01:20.398333333
sainz,ferrari,3,Portuguese Grand Prix,2021,0 days 00:01:20.680000,0 days 00:01:20.197000,0 days 00:01:19.050000,0 days 00:01:21.891636363,0 days 00:01:22.162100,0 days 00:01:19.593375
stroll,aston_martin,3,Portuguese Grand Prix,2021,0 days 00:01:20.894000,0 days 00:01:20.427000,0 days 00:01:20.007000,0 days 00:01:22.572625,0 days 00:01:21.466250,0 days 00:01:20.271000
tsunoda,alphatauri,3,Portuguese Grand Prix,2021,0 days 00:01:21.090000,0 days 00:01:21.053000,0 days 00:01:19.485000,0 days 00:01:22.652111111,0 days 00:01:21.677333333,0 days 00:01:20.305571428
russell,williams,3,Portuguese Grand Prix,2021,0 days 00:01:20.529000,0 days 00:01:20.976000,0 days 00:01:20.127000,0 days 00:01:22.350888888,0 days 00:01:21.732800,0 days 00:01:20.425333333
hamilton,mercedes,4,Spanish Grand Prix,2021,0 days 00:01:18.627000,0 days 00:01:18.170000,0 days 00:01:18.070000,0 days 00:01:19.720600,0 days 00:01:18.580500,0 days 00:01:18.167250
max_verstappen,red_bull,4,Spanish Grand Prix,2021,0 days 00:01:18.537000,0 days 00:01:18.785000,0 days 00:01:17.835000,0 days 00:01:19.724571428,0 days 00:01:18.888000,0 days 00:01:18.429666666
bottas,mercedes,4,Spanish Grand Prix,2021,0 days 00:01:18.504000,0 days 00:01:18.309000,0 days 00:01:18.423000,0 days 00:01:20.800250,0 days 00:01:18.603250,0 days 00:01:18.644000
leclerc,ferrari,4,Spanish Grand Prix,2021,0 days 00:01:18.996000,0 days 00:01:18.335000,0 days 00:01:18.308000,0 days 00:01:20.729250,0 days 00:01:19.152000,0 days 00:01:18.788250
perez,red_bull,4,Spanish Grand Prix,2021,0 days 00:01:19.349000,0 days 00:01:18.918000,0 days 00:01:18.606000,0 days 00:01:20.356800,0 days 00:01:19.418333333,0 days 00:01:19.486400
ricciardo,mclaren,4,Spanish Grand Prix,2021,0 days 00:01:19.732000,0 days 00:01:19.195000,0 days 00:01:18.582000,0 days 00:01:21.168500,0 days 00:01:20.011333333,0 days 00:01:19.856000
sainz,ferrari,4,Spanish Grand Prix,2021,0 days 00:01:19.020000,0 days 00:01:18.674000,0 days 00:01:18.410000,0 days 00:01:20.527000,0 days 00:01:19.632000,0 days 00:01:19.193750
norris,mclaren,4,Spanish Grand Prix,2021,0 days 00:01:18.944000,0 days 00:01:19.092000,0 days 00:01:18.494000,0 days 00:01:20.643500,0 days 00:01:19.645500,0 days 00:01:19.480250
ocon,alpine,4,Spanish Grand Prix,2021,0 days 00:01:19.681000,0 days 00:01:18.466000,0 days 00:01:18.700000,0 days 00:01:21.250750,0 days 00:01:19.317400,0 days 00:01:19.563600
gasly,alphatauri,4,Spanish Grand Prix,2021,0 days 00:01:19.062000,0 days 00:01:18.593000,0 days 00:01:18.535000,0 days 00:01:20.784000,0 days 00:01:19.528600,0 days 00:01:19.332000
stroll,aston_martin,4,Spanish Grand Prix,2021,0 days 00:01:19.429000,0 days 00:01:19.134000,0 days 00:01:18.877000,0 days 00:01:21.012000,0 days 00:01:19.949000,0 days 00:01:19.758500
russell,williams,4,Spanish Grand Prix,2021,0,0 days 00:01:19.957000,0 days 00:01:19.005000,0,0 days 00:01:20.903333333,0 days 00:01:19.444750
alonso,alpine,4,Spanish Grand Prix,2021,0 days 00:01:19.950000,0 days 00:01:18.518000,0 days 00:01:18.662000,0 days 00:01:21.759300,0 days 00:01:19.118600,0 days 00:01:20.271857142
tsunoda,alphatauri,4,Spanish Grand Prix,2021,0 days 00:01:19.669000,0 days 00:01:18.619000,0 days 00:01:18.673000,0 days 00:01:21.124000,0 days 00:01:19.432500,0 days 00:01:20.059166666
max_verstappen,red_bull,5,Monaco Grand Prix,2021,0 days 00:01:12.648000,0 days 00:01:12.081000,0 days 00:01:11.294000,0 days 00:01:13.720636363,0 days 00:01:13.569500,0 days 00:01:11.886571428
sainz,ferrari,5,Monaco Grand Prix,2021,0 days 00:01:12.606000,0 days 00:01:11.796000,0 days 00:01:11.341000,0 days 00:01:13.359500,0 days 00:01:13.675875,0 days 00:01:12.171700
norris,mclaren,5,Monaco Grand Prix,2021,0 days 00:01:13.236000,0 days 00:01:12.379000,0 days 00:01:11.988000,0 days 00:01:14.507400,0 days 00:01:13.381800,0 days 00:01:12.884833333
perez,red_bull,5,Monaco Grand Prix,2021,0 days 00:01:12.487000,0 days 00:01:12.708000,0 days 00:01:11.817000,0 days 00:01:13.756200,0 days 00:01:13.301857142,0 days 00:01:12.209000
gasly,alphatauri,5,Monaco Grand Prix,2021,0 days 00:01:12.929000,0 days 00:01:12.498000,0 days 00:01:12.357000,0 days 00:01:14.149846153,0 days 00:01:13.646222222,0 days 00:01:12.893250
hamilton,mercedes,5,Monaco Grand Prix,2021,0 days 00:01:12.995000,0 days 00:01:12.074000,0 days 00:01:12.020000,0 days 00:01:14.609222222,0 days 00:01:12.561500,0 days 00:01:12.512333333
stroll,aston_martin,5,Monaco Grand Prix,2021,0 days 00:01:14.090000,0 days 00:01:13.195000,0 days 00:01:12.700000,0 days 00:01:14.978111111,0 days 00:01:14.002800,0 days 00:01:13.127142857
ocon,alpine,5,Monaco Grand Prix,2021,0 days 00:01:14.320000,0 days 00:01:13.199000,0 days 00:01:13.614000,0 days 00:01:15.142545454,0 days 00:01:13.946400,0 days 00:01:14.005833333
ricciardo,mclaren,5,Monaco Grand Prix,2021,0 days 00:01:14.281000,0 days 00:01:13.257000,0 days 00:01:12.959000,0 days 00:01:14.922285714,0 days 00:01:14.053428571,0 days 00:01:13.647000
alonso,alpine,5,Monaco Grand Prix,2021,0 days 00:01:14.205000,0 days 00:01:13.175000,0 days 00:01:13.329000,0 days 00:01:15.085555555,0 days 00:01:13.949250,0 days 00:01:13.641833333
russell,williams,5,Monaco Grand Prix,2021,0 days 00:01:14.840000,0 days 00:01:13.509000,0 days 00:01:13.447000,0 days 00:01:15.336625,0 days 00:01:14.031000,0 days 00:01:13.931666666
tsunoda,alphatauri,5,Monaco Grand Prix,2021,0 days 00:01:13.746000,0 days 00:01:14.829000,0 days 00:01:13.522000,0 days 00:01:14.819600,0 days 00:01:15.009666666,0 days 00:01:14.069888888
bottas,mercedes,5,Monaco Grand Prix,2021,0 days 00:01:13.131000,0 days 00:01:12.107000,0 days 00:01:11.765000,0 days 00:01:14.770900,0 days 00:01:13.041000,0 days 00:01:12.126600
leclerc,ferrari,5,Monaco Grand Prix,2021,0,0 days 00:01:11.684000,0 days 00:01:11.552000,0,0 days 00:01:13.236200,0 days 00:01:12.012000
perez,red_bull,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.630000,0 days 00:01:42.115000,0 days 00:01:42.595000,0 days 00:01:45.464750,0 days 00:01:45.567545454,0 days 00:01:44.213600
gasly,alphatauri,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.757000,0 days 00:01:42.534000,0 days 00:01:42.251000,0 days 00:01:45.298333333,0 days 00:01:44.283000,0 days 00:01:43.410666666
leclerc,ferrari,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.227000,0 days 00:01:42.436000,0 days 00:01:42.778000,0 days 00:01:45.356000,0 days 00:01:44.259500,0 days 00:01:43.305000
norris,mclaren,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.996000,0 days 00:01:43.018000,0 days 00:01:43.011000,0 days 00:01:45.318000,0 days 00:01:45.460750,0 days 00:01:44.204400
alonso,alpine,6,Azerbaijan Grand Prix,2021,0 days 00:01:44.777000,0 days 00:01:42.693000,0 days 00:01:43.080000,0 days 00:01:45.865444444,0 days 00:01:44.839000,0 days 00:01:44.573000
tsunoda,alphatauri,6,Azerbaijan Grand Prix,2021,0 days 00:01:45.384000,0 days 00:01:43.130000,0 days 00:01:43.244000,0 days 00:01:46.831833333,0 days 00:01:43.996600,0 days 00:01:43.919857142
sainz,ferrari,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.521000,0 days 00:01:42.243000,0 days 00:01:43.006000,0 days 00:01:44.831200,0 days 00:01:44.911666666,0 days 00:01:44.191600
ricciardo,mclaren,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.732000,0 days 00:01:43.298000,0 days 00:01:43.557000,0 days 00:01:45.927666666,0 days 00:01:43.596000,0 days 00:01:44.432500
bottas,mercedes,6,Azerbaijan Grand Prix,2021,0 days 00:01:44.891000,0 days 00:01:44.184000,0 days 00:01:43.745000,0 days 00:01:46.091000,0 days 00:01:44.942666666,0 days 00:01:45.188500
hamilton,mercedes,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.893000,0 days 00:01:43.156000,0 days 00:01:42.697000,0 days 00:01:45.166500,0 days 00:01:45.564666666,0 days 00:01:44.728750
russell,williams,6,Azerbaijan Grand Prix,2021,0 days 00:01:45.452000,0 days 00:01:44.557000,0 days 00:01:44.434000,0 days 00:01:46.400333333,0 days 00:01:45.065250,0 days 00:01:45.104000
max_verstappen,red_bull,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.184000,0 days 00:01:42.216000,0 days 00:01:43.984000,0 days 00:01:44.590750,0 days 00:01:45.826625,0 days 00:01:44.441000
stroll,aston_martin,6,Azerbaijan Grand Prix,2021,0 days 00:01:45.234000,0 days 00:01:43.812000,0 days 00:01:43.682000,0 days 00:01:46.260000,0 days 00:01:44.975000,0 days 00:01:44.182000
ocon,alpine,6,Azerbaijan Grand Prix,2021,0 days 00:01:45.446000,0 days 00:01:43.020000,0 days 00:01:43.294000,0 days 00:01:46.942625,0 days 00:01:44.483600,0 days 00:01:44.789000
max_verstappen,red_bull,7,French Grand Prix,2021,0 days 00:01:33.880000,0 days 00:01:32.872000,0 days 00:01:31.300000,0 days 00:01:35.120750,0 days 00:01:34.748000,0 days 00:01:31.887000
hamilton,mercedes,7,French Grand Prix,2021,0 days 00:01:33.783000,0 days 00:01:33.125000,0 days 00:01:32.266000,0 days 00:01:34.961333333,0 days 00:01:34.234600,0 days 00:01:32.667500
perez,red_bull,7,French Grand Prix,2021,0 days 00:01:34.193000,0 days 00:01:33.921000,0 days 00:01:32.238000,0 days 00:01:35.371555555,0 days 00:01:34.094333333,0 days 00:01:32.760666666
bottas,mercedes,7,French Grand Prix,2021,0 days 00:01:33.448000,0 days 00:01:32.880000,0 days 00:01:32.047000,0 days 00:01:35.071750,0 days 00:01:35.548428571,0 days 00:01:32.360000
norris,mclaren,7,French Grand Prix,2021,0 days 00:01:34.707000,0 days 00:01:33.822000,0 days 00:01:32.336000,0 days 00:01:35.697750,0 days 00:01:34.291500,0 days 00:01:33.208800
ricciardo,mclaren,7,French Grand Prix,2021,0 days 00:01:34.644000,0 days 00:01:34.079000,0 days 00:01:32.759000,0 days 00:01:35.458000,0 days 00:01:34.758200,0 days 00:01:33.332200
gasly,alphatauri,7,French Grand Prix,2021,0 days 00:01:34.699000,0 days 00:01:33.696000,0 days 00:01:32.707000,0 days 00:01:35.810500,0 days 00:01:34.200750,0 days 00:01:33.223000
alonso,alpine,7,French Grand Prix,2021,0 days 00:01:34.693000,0 days 00:01:33.340000,0 days 00:01:32.624000,0 days 00:01:35.148400,0 days 00:01:33.985000,0 days 00:01:33.283000
stroll,aston_martin,7,French Grand Prix,2021,0 days 00:01:35.275000,0 days 00:01:34.632000,0 days 00:01:33.051000,0 days 00:01:36.283250,0 days 00:01:34.862750,0 days 00:01:34.061833333
sainz,ferrari,7,French Grand Prix,2021,0 days 00:01:35.342000,0 days 00:01:33.698000,0 days 00:01:32.195000,0 days 00:01:36.043500,0 days 00:01:34.768500,0 days 00:01:33.117500
russell,williams,7,French Grand Prix,2021,0,0 days 00:01:35.266000,0 days 00:01:33.364000,0,0 days 00:01:36.042750,0 days 00:01:33.737800
tsunoda,alphatauri,7,French Grand Prix,2021,0 days 00:01:34.847000,0 days 00:01:33.955000,0 days 00:01:32.900000,0 days 00:01:35.922857142,0 days 00:01:35.145400,0 days 00:01:33.505800
ocon,alpine,7,French Grand Prix,2021,0 days 00:01:34.329000,0 days 00:01:33.685000,0 days 00:01:32.681000,0 days 00:01:35.862500,0 days 00:01:34.004250,0 days 00:01:33.372600
leclerc,ferrari,7,French Grand Prix,2021,0 days 00:01:34.950000,0 days 00:01:33.550000,0 days 00:01:32.820000,0 days 00:01:35.822600,0 days 00:01:34.310500,0 days 00:01:33.222000
max_verstappen,red_bull,8,Styrian Grand Prix,2021,0 days 00:01:05.910000,0 days 00:01:05.412000,0 days 00:01:04.570000,0 days 00:01:06.673500,0 days 00:01:06.125666666,0 days 00:01:04.921250
hamilton,mercedes,8,Styrian Grand Prix,2021,0 days 00:01:06.332000,0 days 00:01:05.335000,0 days 00:01:04.369000,0 days 00:01:07.062833333,0 days 00:01:06.141250,0 days 00:01:05.525000
bottas,mercedes,8,Styrian Grand Prix,2021,0 days 00:01:06.155000,0 days 00:01:06.251000,0 days 00:01:04.832000,0 days 00:01:06.420666666,0 days 00:01:06.271000,0 days 00:01:05.590428571
perez,red_bull,8,Styrian Grand Prix,2021,0 days 00:01:06.696000,0 days 00:01:06.089000,0 days 00:01:05.026000,0 days 00:01:07.193428571,0 days 00:01:06.844000,0 days 00:01:05.955571428
norris,mclaren,8,Styrian Grand Prix,2021,0 days 00:01:06.861000,0 days 00:01:05.994000,0 days 00:01:05.228000,0 days 00:01:07.626142857,0 days 00:01:06.681400,0 days 00:01:06.587000
sainz,ferrari,8,Styrian Grand Prix,2021,0 days 00:01:06.630000,0 days 00:01:06.147000,0 days 00:01:05.698000,0 days 00:01:07.382800,0 days 00:01:06.806666666,0 days 00:01:06.163666666
leclerc,ferrari,8,Styrian Grand Prix,2021,0 days 00:01:06.629000,0 days 00:01:06.270000,0 days 00:01:05.340000,0 days 00:01:07.435428571,0 days 00:01:06.704500,0 days 00:01:05.971666666
stroll,aston_martin,8,Styrian Grand Prix,2021,0 days 00:01:06.584000,0 days 00:01:06.079000,0 days 00:01:05.445000,0 days 00:01:07.361333333,0 days 00:01:07.135666666,0 days 00:01:06.489800
alonso,alpine,8,Styrian Grand Prix,2021,0 days 00:01:06.475000,0 days 00:01:05.827000,0 days 00:01:05.400000,0 days 00:01:07.432875,0 days 00:01:06.404000,0 days 00:01:06.399571428
tsunoda,alphatauri,8,Styrian Grand Prix,2021,0 days 00:01:06.397000,0 days 00:01:06.451000,0 days 00:01:05.150000,0 days 00:01:07.538375,0 days 00:01:07.453285714,0 days 00:01:05.936285714
ricciardo,mclaren,8,Styrian Grand Prix,2021,0 days 00:01:06.669000,0 days 00:01:05.748000,0 days 00:01:06.116000,0 days 00:01:07.456571428,0 days 00:01:06.831400,0 days 00:01:06.674000
ocon,alpine,8,Styrian Grand Prix,2021,0 days 00:01:06.551000,0 days 00:01:05.790000,0 days 00:01:05.676000,0 days 00:01:07.434444444,0 days 00:01:06.893600,0 days 00:01:06.586285714
russell,williams,8,Styrian Grand Prix,2021,0 days 00:01:06.848000,0 days 00:01:06.628000,0 days 00:01:05.863000,0 days 00:01:07.525714285,0 days 00:01:07.055666666,0 days 00:01:06.326857142
gasly,alphatauri,8,Styrian Grand Prix,2021,0 days 00:01:06.166000,0,0 days 00:01:05.298000,0 days 00:01:07.203333333,0,0 days 00:01:05.785166666
max_verstappen,red_bull,9,Austrian Grand Prix,2021,0 days 00:01:05.143000,0 days 00:01:04.740000,0 days 00:01:04.591000,0 days 00:01:05.764000,0 days 00:01:05.365250,0 days 00:01:05.025250
bottas,mercedes,9,Austrian Grand Prix,2021,0 days 00:01:05.445000,0 days 00:01:04.712000,0 days 00:01:05.129000,0 days 00:01:05.696000,0 days 00:01:05.455400,0 days 00:01:05.969800
norris,mclaren,9,Austrian Grand Prix,2021,0 days 00:01:05.880000,0 days 00:01:05.466000,0 days 00:01:05.700000,0 days 00:01:06.402000,0 days 00:01:06.167800,0 days 00:01:06.094166666
hamilton,mercedes,9,Austrian Grand Prix,2021,0 days 00:01:05.709000,0 days 00:01:04.523000,0 days 00:01:04.994000,0 days 00:01:05.852666666,0 days 00:01:05.647000,0 days 00:01:05.734400
sainz,ferrari,9,Austrian Grand Prix,2021,0 days 00:01:05.431000,0 days 00:01:05.620000,0 days 00:01:05.347000,0 days 00:01:05.990800,0 days 00:01:06.094166666,0 days 00:01:06.276666666
perez,red_bull,9,Austrian Grand Prix,2021,0 days 00:01:05.726000,0 days 00:01:05.516000,0 days 00:01:05.396000,0 days 00:01:06.222166666,0 days 00:01:06.046600,0 days 00:01:05.944666666
ricciardo,mclaren,9,Austrian Grand Prix,2021,0 days 00:01:06.181000,0 days 00:01:05.698000,0 days 00:01:05.725000,0 days 00:01:06.936571428,0 days 00:01:06.399666666,0 days 00:01:06.479833333
leclerc,ferrari,9,Austrian Grand Prix,2021,0 days 00:01:05.409000,0 days 00:01:05.708000,0 days 00:01:05.484000,0 days 00:01:06.457857142,0 days 00:01:05.968250,0 days 00:01:05.874000
gasly,alphatauri,9,Austrian Grand Prix,2021,0 days 00:01:05.726000,0 days 00:01:05.379000,0 days 00:01:05.280000,0 days 00:01:06.002428571,0 days 00:01:05.803000,0 days 00:01:05.901000
alonso,alpine,9,Austrian Grand Prix,2021,0,0 days 00:01:05.393000,0 days 00:01:05.434000,0,0 days 00:01:06.042200,0 days 00:01:06.618375
russell,williams,9,Austrian Grand Prix,2021,0,0 days 00:01:05.819000,0 days 00:01:05.694000,0,0 days 00:01:06.449200,0 days 00:01:06.039250
tsunoda,alphatauri,9,Austrian Grand Prix,2021,0 days 00:01:05.474000,0 days 00:01:05.356000,0 days 00:01:05.561000,0 days 00:01:06.270857142,0 days 00:01:06.078000,0 days 00:01:05.912400
stroll,aston_martin,9,Austrian Grand Prix,2021,0 days 00:01:06.203000,0 days 00:01:05.139000,0 days 00:01:05.546000,0 days 00:01:06.595000,0 days 00:01:05.976800,0 days 00:01:06.123750
ocon,alpine,9,Austrian Grand Prix,2021,0 days 00:01:05.980000,0 days 00:01:05.527000,0 days 00:01:05.674000,0 days 00:01:06.627272727,0 days 00:01:06.208400,0 days 00:01:06.395428571
hamilton,mercedes,10,British Grand Prix,2021,0 days 00:01:27.815000,0 days 00:01:31.131000,0,0 days 00:01:29.941750,0 days 00:01:32.046666666,0
leclerc,ferrari,10,British Grand Prix,2021,0 days 00:01:27.828000,0 days 00:01:30.277000,0,0 days 00:01:29.224571428,0 days 00:01:32.677750,0
bottas,mercedes,10,British Grand Prix,2021,0 days 00:01:27.897000,0 days 00:01:31.180000,0,0 days 00:01:30.171066666,0 days 00:01:32.085631578,0
norris,mclaren,10,British Grand Prix,2021,0 days 00:01:27.814000,0 days 00:01:30.670000,0,0 days 00:01:29.351000,0 days 00:01:32.179312500,0
ricciardo,mclaren,10,British Grand Prix,2021,0 days 00:01:28.211000,0 days 00:01:30.825000,0,0 days 00:01:29.150800,0 days 00:01:32.144857142,0
sainz,ferrari,10,British Grand Prix,2021,0 days 00:01:27.923000,0 days 00:01:30.507000,0,0 days 00:01:28.705666666,0 days 00:01:32.334631578,0
alonso,alpine,10,British Grand Prix,2021,0 days 00:01:28.873000,0 days 00:01:31.289000,0,0 days 00:01:30.008750,0 days 00:01:32.954476190,0
stroll,aston_martin,10,British Grand Prix,2021,0 days 00:01:29.597000,0 days 00:01:32.041000,0,0 days 00:01:30.241500,0 days 00:01:33.111684210,0
ocon,alpine,10,British Grand Prix,2021,0 days 00:01:28.415000,0 days 00:01:30.707000,0,0 days 00:01:30.206400,0 days 00:01:32.013416666,0
tsunoda,alphatauri,10,British Grand Prix,2021,0 days 00:01:28.600000,0 days 00:01:31.404000,0,0 days 00:01:29.913000,0 days 00:01:32.537047619,0
